timestamp,open,high,low,close,volume
1767308400000,4323.698,4332.848,4323.698,4328.198,0.03941
1767308460000,4328.198,4331.998,4328.098,4328.898,0.02746
1767308520000,4328.898,4330.298,4327.898,4329.998,0.01796
1767308580000,4329.998,4329.998,4325.445,4325.598,0.01644
1767308640000,4325.598,4326.798,4323.198,4326.798,0.01669
1767308700000,4326.898,4330.345,4326.835,4329.498,0.02984
1767308760000,4329.645,4330.098,4329.298,4329.905,0.0161
1767308820000,4329.925,4330.195,4329.355,4329.355,0.00929
1767308880000,4329.315,4329.798,4329.198,4329.798,0.00736
1767308940000,4329.808,4332.798,4329.798,4332.678,0.01598
1767309000000,4332.698,4332.985,4330.815,4332.565,0.01146
1767309060000,4332.595,4334.285,4332.415,4334.285,0.00771
1767309120000,4334.325,4335.055,4328.775,4329.625,0.01836
1767309180000,4329.655,4331.355,4329.465,4330.945,0.00966
1767309240000,4331.015,4331.015,4330.335,4330.625,0.00798
1767309300000,4330.555,4330.625,4327.865,4330.595,0.01185
1767309360000,4330.635,4332.035,4330.545,4331.765,0.00894
1767309420000,4332.655,4333.705,4331.868,4332.525,0.0108
1767309480000,4332.605,4333.125,4331.605,4333.125,0.00558
1767309540000,4333.145,4334.075,4332.655,4333.955,0.00873
1767309600000,4333.985,4334.045,4333.155,4333.535,0.00702
1767309660000,4334.155,4334.735,4332.425,4334.695,0.00801
1767309720000,4334.735,4337.365,4334.735,4337.085,0.01509
1767309780000,4337.185,4339.715,4337.125,4339.115,0.01918
1767309840000,4339.115,4340.315,4338.485,4339.565,0.01957
1767309900000,4339.585,4342.045,4337.675,4340.365,0.02058
1767309960000,4340.265,4342.505,4340.145,4341.795,0.02515
1767310020000,4341.655,4342.405,4341.005,4341.145,0.01623
1767310080000,4341.055,4341.395,4340.058,4341.145,0.01567
1767310140000,4341.095,4341.645,4336.835,4339.515,0.0118
1767310200000,4339.605,4340.725,4339.235,4339.485,0.0108
1767310260000,4339.505,4340.218,4339.145,4340.158,0.00815
1767310320000,4340.218,4340.318,4338.015,4339.555,0.00693
1767310380000,4339.575,4340.118,4339.575,4339.748,0.00807
1767310440000,4339.748,4339.808,4339.515,4339.568,0.00609
1767310500000,4340.185,4343.875,4339.568,4343.825,0.01033
1767310560000,4343.915,4343.915,4338.685,4340.898,0.01046
1767310620000,4340.698,4341.698,4339.828,4340.605,0.01904
1767310680000,4340.485,4341.515,4339.185,4340.965,0.01881
1767310740000,4340.975,4341.195,4339.315,4340.145,0.01237
1767310800000,4340.135,4340.165,4338.445,4339.205,0.01294
1767310860000,4339.195,4340.845,4339.075,4339.715,0.00823
1767310920000,4339.655,4341.955,4339.098,4341.495,0.00776
1767310980000,4341.445,4342.525,4340.965,4342.445,0.00512
1767311040000,4342.045,4345.505,4341.965,4344.965,0.02479
1767311100000,4345.025,4345.065,4342.398,4343.205,0.01823
1767311160000,4343.205,4343.525,4341.825,4343.195,0.01368
1767311220000,4343.105,4343.395,4341.655,4343.005,0.01257
1767311280000,4343.025,4345.495,4343.005,4343.805,0.02085
1767311340000,4343.745,4343.785,4342.295,4342.485,0.01125
1767311400000,4342.505,4343.645,4341.845,4343.595,0.01293
1767311460000,4343.615,4343.885,4341.855,4343.025,0.01308
1767311520000,4343.015,4344.005,4341.655,4343.835,0.01296
1767311580000,4343.855,4344.745,4341.528,4342.615,0.018
1767311640000,4342.695,4347.225,4342.165,4347.225,0.01635
1767311700000,4346.965,4348.315,4346.485,4348.175,0.01727
1767311760000,4348.085,4349.085,4346.735,4349.015,0.0171
1767311820000,4349.025,4351.005,4348.885,4349.125,0.01862
1767311880000,4349.135,4349.425,4347.265,4348.455,0.01586
1767311940000,4348.465,4350.755,4347.788,4347.805,0.01851
1767312000000,4347.798,4348.645,4345.548,4346.428,0.02539
1767312060000,4346.438,4346.438,4344.718,4345.845,0.01518
1767312120000,4345.865,4346.995,4344.905,4345.425,0.01009
1767312180000,4345.465,4346.355,4345.465,4345.858,0.00558
1767312240000,4345.885,4347.155,4345.575,4346.035,0.0097
1767312300000,4345.995,4346.015,4344.095,4344.665,0.02268
1767312360000,4344.675,4346.365,4344.675,4346.125,0.0087
1767312420000,4346.155,4347.745,4346.155,4347.615,0.00786
1767312480000,4347.575,4348.055,4346.095,4348.045,0.00939
1767312540000,4347.865,4350.215,4347.705,4349.825,0.01515
1767312600000,4349.795,4352.725,4349.395,4350.235,0.02545
1767312660000,4350.215,4350.215,4347.035,4347.735,0.01761
1767312720000,4348.425,4349.625,4347.955,4349.345,0.01236
1767312780000,4349.135,4349.435,4348.165,4348.545,0.01026
1767312840000,4348.495,4348.595,4347.555,4347.715,0.00939
1767312900000,4347.675,4348.695,4347.525,4348.185,0.01089
1767312960000,4347.905,4349.185,4347.745,4349.045,0.00801
1767313020000,4349.025,4349.055,4346.215,4346.345,0.01056
1767313080000,4346.355,4348.325,4346.255,4347.695,0.00783
1767313140000,4347.685,4347.685,4344.145,4344.255,0.01062
1767313200000,4344.265,4345.445,4343.535,4345.445,0.02229
1767313260000,4345.405,4347.105,4344.985,4346.865,0.01455
1767313320000,4346.835,4346.835,4345.345,4346.315,0.0099
1767313380000,4346.365,4346.365,4344.725,4345.105,0.00858
1767313440000,4344.798,4345.025,4342.285,4343.165,0.02643
1767313500000,4343.145,4343.395,4341.505,4342.165,0.0195
1767313560000,4342.125,4342.345,4341.075,4341.215,0.01524
1767313620000,4341.685,4345.625,4341.685,4345.205,0.02022
1767313680000,4345.215,4346.395,4345.175,4345.905,0.01293
1767313740000,4345.905,4346.898,4345.685,4346.605,0.03372
1767313800000,4346.598,4347.898,4346.565,4347.798,0.0397
1767313860000,4347.898,4347.898,4346.258,4347.035,0.04266
1767313920000,4347.025,4348.655,4346.998,4348.548,0.02039
1767313980000,4348.358,4348.358,4347.148,4347.175,0.03493
1767314040000,4347.248,4348.035,4346.498,4348.035,0.04088
1767314100000,4347.948,4348.895,4347.048,4348.455,0.03982
1767314160000,4348.348,4348.935,4347.448,4347.985,0.04166
1767314220000,4348.025,4348.935,4347.995,4348.935,0.03025
1767314280000,4348.935,4350.405,4348.605,4348.985,0.04333
1767314340000,4349.965,4350.405,4347.925,4348.265,0.0294
1767314400000,4348.285,4348.485,4347.565,4347.585,0.02947
1767314460000,4347.585,4347.585,4346.248,4347.385,0.04318
1767314520000,4347.415,4350.595,4347.255,4349.805,0.03851
1767314580000,4349.845,4349.845,4348.575,4349.175,0.02974
1767314640000,4349.105,4349.575,4348.275,4349.375,0.03939
1767314700000,4349.435,4352.905,4349.375,4352.098,0.05381
1767314760000,4352.115,4352.898,4351.595,4351.645,0.02802
1767314820000,4351.625,4351.655,4350.798,4350.998,0.01735
1767314880000,4351.198,4352.098,4350.898,4352.098,0.02444
1767314940000,4352.115,4352.198,4351.098,4351.565,0.0185
1767315000000,4351.545,4352.798,4350.398,4351.098,0.02901
1767315060000,4351.098,4352.298,4351.098,4351.198,0.02362
1767315120000,4351.298,4351.698,4351.098,4351.398,0.02123
1767315180000,4351.398,4351.605,4350.798,4351.425,0.02497
1767315240000,4351.398,4352.155,4351.398,4351.995,0.01608
1767315300000,4351.975,4352.085,4350.775,4350.825,0.01433
1767315360000,4350.865,4354.425,4350.795,4354.298,0.04292
1767315420000,4354.298,4355.545,4353.745,4354.398,0.04428
1767315480000,4354.375,4354.385,4353.055,4353.565,0.03244
1767315540000,4353.545,4354.355,4353.255,4353.715,0.02499
1767315600000,4353.695,4355.575,4352.875,4355.055,0.03545
1767315660000,4355.055,4355.095,4352.645,4352.775,0.03461
1767315720000,4352.745,4353.735,4352.655,4353.415,0.0235
1767315780000,4353.445,4353.705,4350.675,4350.695,0.0282
1767315840000,4350.675,4350.795,4346.895,4347.785,0.03291
1767315900000,4347.695,4350.085,4347.695,4349.725,0.04464
1767315960000,4349.725,4349.725,4348.395,4348.485,0.01425
1767316020000,4348.465,4349.385,4345.985,4346.035,0.03208
1767316080000,4345.935,4346.955,4345.555,4345.695,0.02769
1767316140000,4345.335,4347.825,4345.045,4346.045,0.02816
1767316200000,4346.015,4349.285,4346.015,4349.135,0.02755
1767316260000,4349.155,4350.265,4348.515,4350.035,0.02596
1767316320000,4350.065,4350.325,4348.885,4349.345,0.01921
1767316380000,4349.285,4350.805,4349.275,4350.625,0.03312
1767316440000,4350.645,4350.675,4345.665,4346.315,0.02929
