timestamp,open,high,low,close
1767225600000,4328.198,4328.198,4328.198,4328.198
1767225660000,4328.198,4328.198,4328.198,4328.198
1767225720000,4328.198,4328.198,4328.198,4328.198
1767225780000,4328.198,4328.198,4328.198,4328.198
1767225840000,4328.198,4328.198,4328.198,4328.198
1767225900000,4328.198,4328.198,4328.198,4328.198
1767225960000,4328.198,4328.198,4328.198,4328.198
1767226020000,4328.198,4328.198,4328.198,4328.198
1767226080000,4328.198,4328.198,4328.198,4328.198
1767226140000,4328.198,4328.198,4328.198,4328.198
1767226200000,4328.198,4328.198,4328.198,4328.198
1767226260000,4328.198,4328.198,4328.198,4328.198
1767226320000,4328.198,4328.198,4328.198,4328.198
1767226380000,4328.198,4328.198,4328.198,4328.198
1767226440000,4328.198,4328.198,4328.198,4328.198
1767226500000,4328.198,4328.198,4328.198,4328.198
1767226560000,4328.198,4328.198,4328.198,4328.198
1767226620000,4328.198,4328.198,4328.198,4328.198
1767226680000,4328.198,4328.198,4328.198,4328.198
1767226740000,4328.198,4328.198,4328.198,4328.198
1767226800000,4328.198,4328.198,4328.198,4328.198
1767226860000,4328.198,4328.198,4328.198,4328.198
1767226920000,4328.198,4328.198,4328.198,4328.198
1767226980000,4328.198,4328.198,4328.198,4328.198
1767227040000,4328.198,4328.198,4328.198,4328.198
1767227100000,4328.198,4328.198,4328.198,4328.198
1767227160000,4328.198,4328.198,4328.198,4328.198
1767227220000,4328.198,4328.198,4328.198,4328.198
1767227280000,4328.198,4328.198,4328.198,4328.198
1767227340000,4328.198,4328.198,4328.198,4328.198
1767227400000,4328.198,4328.198,4328.198,4328.198
1767227460000,4328.198,4328.198,4328.198,4328.198
1767227520000,4328.198,4328.198,4328.198,4328.198
1767227580000,4328.198,4328.198,4328.198,4328.198
1767227640000,4328.198,4328.198,4328.198,4328.198
1767227700000,4328.198,4328.198,4328.198,4328.198
1767227760000,4328.198,4328.198,4328.198,4328.198
1767227820000,4328.198,4328.198,4328.198,4328.198
1767227880000,4328.198,4328.198,4328.198,4328.198
1767227940000,4328.198,4328.198,4328.198,4328.198
1767228000000,4328.198,4328.198,4328.198,4328.198
1767228060000,4328.198,4328.198,4328.198,4328.198
1767228120000,4328.198,4328.198,4328.198,4328.198
1767228180000,4328.198,4328.198,4328.198,4328.198
1767228240000,4328.198,4328.198,4328.198,4328.198
1767228300000,4328.198,4328.198,4328.198,4328.198
1767228360000,4328.198,4328.198,4328.198,4328.198
1767228420000,4328.198,4328.198,4328.198,4328.198
1767228480000,4328.198,4328.198,4328.198,4328.198
1767228540000,4328.198,4328.198,4328.198,4328.198
1767228600000,4328.198,4328.198,4328.198,4328.198
1767228660000,4328.198,4328.198,4328.198,4328.198
1767228720000,4328.198,4328.198,4328.198,4328.198
1767228780000,4328.198,4328.198,4328.198,4328.198
1767228840000,4328.198,4328.198,4328.198,4328.198
1767228900000,4328.198,4328.198,4328.198,4328.198
1767228960000,4328.198,4328.198,4328.198,4328.198
1767229020000,4328.198,4328.198,4328.198,4328.198
1767229080000,4328.198,4328.198,4328.198,4328.198
1767229140000,4328.198,4328.198,4328.198,4328.198
1767229200000,4328.198,4328.198,4328.198,4328.198
1767229260000,4328.198,4328.198,4328.198,4328.198
1767229320000,4328.198,4328.198,4328.198,4328.198
1767229380000,4328.198,4328.198,4328.198,4328.198
1767229440000,4328.198,4328.198,4328.198,4328.198
1767229500000,4328.198,4328.198,4328.198,4328.198
1767229560000,4328.198,4328.198,4328.198,4328.198
1767229620000,4328.198,4328.198,4328.198,4328.198
1767229680000,4328.198,4328.198,4328.198,4328.198
1767229740000,4328.198,4328.198,4328.198,4328.198
1767229800000,4328.198,4328.198,4328.198,4328.198
1767229860000,4328.198,4328.198,4328.198,4328.198
1767229920000,4328.198,4328.198,4328.198,4328.198
1767229980000,4328.198,4328.198,4328.198,4328.198
1767230040000,4328.198,4328.198,4328.198,4328.198
1767230100000,4328.198,4328.198,4328.198,4328.198
1767230160000,4328.198,4328.198,4328.198,4328.198
1767230220000,4328.198,4328.198,4328.198,4328.198
1767230280000,4328.198,4328.198,4328.198,4328.198
1767230340000,4328.198,4328.198,4328.198,4328.198
1767230400000,4328.198,4328.198,4328.198,4328.198
1767230460000,4328.198,4328.198,4328.198,4328.198
1767230520000,4328.198,4328.198,4328.198,4328.198
1767230580000,4328.198,4328.198,4328.198,4328.198
1767230640000,4328.198,4328.198,4328.198,4328.198
1767230700000,4328.198,4328.198,4328.198,4328.198
1767230760000,4328.198,4328.198,4328.198,4328.198
1767230820000,4328.198,4328.198,4328.198,4328.198
1767230880000,4328.198,4328.198,4328.198,4328.198
1767230940000,4328.198,4328.198,4328.198,4328.198
1767231000000,4328.198,4328.198,4328.198,4328.198
1767231060000,4328.198,4328.198,4328.198,4328.198
1767231120000,4328.198,4328.198,4328.198,4328.198
1767231180000,4328.198,4328.198,4328.198,4328.198
1767231240000,4328.198,4328.198,4328.198,4328.198
1767231300000,4328.198,4328.198,4328.198,4328.198
1767231360000,4328.198,4328.198,4328.198,4328.198
1767231420000,4328.198,4328.198,4328.198,4328.198
1767231480000,4328.198,4328.198,4328.198,4328.198
1767231540000,4328.198,4328.198,4328.198,4328.198
1767231600000,4328.198,4328.198,4328.198,4328.198
1767231660000,4328.198,4328.198,4328.198,4328.198
1767231720000,4328.198,4328.198,4328.198,4328.198
1767231780000,4328.198,4328.198,4328.198,4328.198
1767231840000,4328.198,4328.198,4328.198,4328.198
